ID	Formula	MW_x	Purity	PO	MW_salt	Box_ID	Well	Barcode	Amount_mg	Smile	compound_name	Salt_Name	Salt_ratio	canonical_smiles	isomeric_smiles	monoisotopic_mass	Source Plate Barcode	Source Well	well_location	Transfer Volume	Unit [nL]	plate_id	Source Plate Type	Source Plate Name	Destination Plate Name	Stock concentration	Unit[mM]	VESSELPOSITION	Solvent	MW_y	Transfer	unique_sample_id	WellNumber	WellLetter	Cxsmiles	smiles	Catalog ID	PLATE_ID	V, µL	Conc, mM	Salt smiles	Salt_name	Stereochem.data	Geometric.isomer	MW_x.1	SAMPLEIDDISPLAY	Structure [idcode]	Molecule Name	ORDERING NUMBER	MOLPORTID	SUPPLIER NAME	CATALOG NUMBER	MOL WEIGHT TOTAL	MOL WEIGHT PARRENT	MOL WEIGHT NORMAL	MOL FORMULA	QUANTITY	QUANTITY MEASURE	STEREOCHEMISTRY	PURITY CLASSIFIED	PO NUMBER FROM CLIENT	BOX_NAME	BOX_ROW	BOX_COLUMN	VIAL_BARCODE	AMOUNT_IN_VIAL	AMOUNT_IN_VIAL_MEASURE	QUALITY CONTROL	COMPOUND STATE	PARRENT RATIO	MOL WEIGHT SALT	SALT RATIO	SALT DATA	MW	SMILES	VOLUME_IN_VIAL	VOLUME_UNIT	CONCENTRATION, mM	NOTES	IUPAC	Barcode rack	Barcode vial	Position	m(mg)	c mM	V(DMSO)	Unnamed: 28
	C14H17NO3	247.2897	100.0	92.7/22	0.0		AE06				1-(3-methylbenzoyl)piperidine-2-carboxylic acid						1560045-Y5.25-A01	AE6	C12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	60.0	DMSO	247.120843		pluskal_enammol_5002_C12_id	12	C	CC=1C=CC=C(C1)C(=O)N2CCCCC2C(=O)O	CC=1C=CC=C(C1)C(=O)N2CCCCC2C(=O)O	Z85896057	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	247.120843	Z85896057																																									
	C9H8N4O2	204.1854	100.0	92.7/22	0.0		C11				5-methyl-2-(pyridin-3-yl)-2H-1,2,3-triazole-4-carboxylic acid						1560045-Y5.25-A01	C11	C12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	60.0	DMSO	204.064725		pluskal_enammol_5002_C12_id	12	C	CC1=NN(N=C1C(=O)O)C=2C=CC=NC2	CC1=NN(N=C1C(=O)O)C=2C=CC=NC2	Z2685348495	1560045-Y5.25-A01	5,25	100.0			Achiral	None	204.064725	Z2685348495																																									
	C10H12N2O2S	224.2795	100.0	92.7/22	0.0		R20				1-methyl-3-(propan-2-yl)-1H-thieno[2,3-c]pyrazole-5-carboxylic acid						1560045-Y5.25-A01	R20	C12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	60.0	DMSO	224.061949		pluskal_enammol_5002_C12_id	12	C	CC(C)C1=NN(C)C=2SC(=CC12)C(=O)O	CC(C)C1=NN(C)C=2SC(=CC12)C(=O)O	Z381556978	1560045-Y5.25-A01	5,25	100.0			Achiral	None	224.061949	Z381556978																																									
	C11H8N2O3	216.1928	95.0	92.7/22	0.0		L23				6-oxo-1,6-dihydro-[2,4'-bipyridine]-5-carboxylic acid						1560045-Y5.25-A01	L23	C12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	60.0	DMSO	216.053492		pluskal_enammol_5002_C12_id	12	C	OC(=O)C1=CC=C(NC1=O)C=2C=CN=CC2	OC(=O)C1=CC=C(NC1=O)C=2C=CN=CC2	Z839026598	1560045-Y5.25-A01	5,25	100.0			Achiral	None	216.053492	Z839026598																																									
	C7H12O3	144.1684	95.0	92.7/22	0.0		AB26				3-methoxycyclopentane-1-carboxylic acid						1560045-Y5.25-A01	AB26	C12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	60.0	DMSO	144.078644		pluskal_enammol_5002_C12_id	12	C	COC1CCC(C1)C(=O)O	COC1CCC(C1)C(=O)O	Z1509041249	1560045-Y5.25-A01	5,25	100.0			Diastereomeric mixture	Unequal mixture of geometric isomers	144.078644	Z1509041249																																									
	C11H12O3	192.2112	100.0	92.7/22	0.0		E31				2-hydroxy-1,2,3,4-tetrahydronaphthalene-2-carboxylic acid						1560045-Y5.25-A01	E31	C12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	60.0	DMSO	192.078644		pluskal_enammol_5002_C12_id	12	C	OC(=O)C1(O)CCC=2C=CC=CC2C1	OC(=O)C1(O)CCC=2C=CC=CC2C1	Z788000922	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	192.078644	Z788000922																																									
	C8H12N2O2	168.1931	100.0	92.7/22	0.0		S34				3-(3-methyl-1H-pyrazol-1-yl)butanoic acid						1560045-Y5.25-A01	S34	C12	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	60.0	DMSO	168.089878		pluskal_enammol_5002_C12_id	12	C	CC(CC(=O)O)N1C=CC(C)=N1	CC(CC(=O)O)N1C=CC(C)=N1	Z1201627632	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	168.089878	Z1201627632																																									
	C8H10F2N2O2	204.174	100.0	92.7/22	0.0		Z06				2-[3-(difluoromethyl)-5-methyl-1H-pyrazol-1-yl]propanoic acid						1560045-Y5.25-A01	Z6	C13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	61.0	DMSO	204.071034		pluskal_enammol_5002_C13_id	13	C	CC(C(=O)O)N1N=C(C=C1C)C(F)F	CC(C(=O)O)N1N=C(C=C1C)C(F)F	Z1245633653	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	204.071034	Z1245633653																																									
	C8H12N2O2	168.1931	100.0	92.7/22	0.0		U12				2-methyl-3-(1-methyl-1H-pyrazol-4-yl)propanoic acid						1560045-Y5.25-A01	U12	C13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	61.0	DMSO	168.089878		pluskal_enammol_5002_C13_id	13	C	CC(CC=1C=NN(C)C1)C(=O)O	CC(CC=1C=NN(C)C1)C(=O)O	Z959330822	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	168.089878	Z959330822																																									
	C9H12N2O2	180.2038	97.34	92.7/22	0.0		AD22				3-cyclopropyl-1-ethyl-1H-pyrazole-5-carboxylic acid						1560045-Y5.25-A01	AD22	C13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	61.0	DMSO	180.089878		pluskal_enammol_5002_C13_id	13	C	CCN1N=C(C=C1C(=O)O)C2CC2	CCN1N=C(C=C1C(=O)O)C2CC2	Z1198220610	1560045-Y5.25-A01	5,25	100.0			Achiral	None	180.089878	Z1198220610																																									
	C14H17NO3	247.2897	100.0	92.7/22	0.0		F29				1-acetyl-4-phenylpiperidine-4-carboxylic acid						1560045-Y5.25-A01	F29	C13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	61.0	DMSO	247.120843		pluskal_enammol_5002_C13_id	13	C	CC(=O)N1CCC(CC1)(C(=O)O)C=2C=CC=CC2	CC(=O)N1CCC(CC1)(C(=O)O)C=2C=CC=CC2	Z85907946	1560045-Y5.25-A01	5,25	100.0			Achiral	None	247.120843	Z85907946																																									
	C7H12O3	144.1684	95.0	92.7/22	0.0		AE32				rac-(2R,3S)-3-ethyloxolane-2-carboxylic acid						1560045-Y5.25-A01	AE32	C13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	61.0	DMSO	144.078644		pluskal_enammol_5002_C13_id	13	C	CC[C@@H]1CCO[C@@H]1C(=O)O |&1:2,6,r|	CC[C@@H]1CCO[C@@H]1C(=O)O	Z2525786659	1560045-Y5.25-A01	5,25	100.0			Racemic diastereomer with known relative stereochemistry	Cis	144.078644	Z2525786659																																									
	C10H8ClNO3	225.6284	96.16	92.7/22	0.0		AC35				2-(5-chloro-2-oxo-2,3-dihydro-1H-indol-3-yl)acetic acid						1560045-Y5.25-A01	AC35	C13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	61.0	DMSO	225.019271		pluskal_enammol_5002_C13_id	13	C	OC(=O)CC1C(=O)NC=2C=CC(Cl)=CC12	OC(=O)CC1C(=O)NC=2C=CC(Cl)=CC12	Z1251197693	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	225.019271	Z1251197693																																									
	C11H12O3	192.2112	100.0	92.7/22	0.0		N40				3-cyclopropyl-4-methoxybenzoic acid						1560045-Y5.25-A01	N40	C13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	61.0	DMSO	192.078644		pluskal_enammol_5002_C13_id	13	C	COC=1C=CC(=CC1C2CC2)C(=O)O	COC=1C=CC(=CC1C2CC2)C(=O)O	Z992239740	1560045-Y5.25-A01	5,25	100.0			Achiral	None	192.078644	Z992239740																																									
	C11H8N2O3	216.1928	95.74	92.7/22	0.0		Y41				6-oxo-1-phenyl-1,6-dihydropyridazine-3-carboxylic acid						1560045-Y5.25-A01	Y41	C13	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	61.0	DMSO	216.053492		pluskal_enammol_5002_C13_id	13	C	OC(=O)C=1C=CC(=O)N(N1)C=2C=CC=CC2	OC(=O)C=1C=CC(=O)N(N1)C=2C=CC=CC2	Z330793310	1560045-Y5.25-A01	5,25	100.0			Achiral	None	216.053492	Z330793310																																									
	C12H12O3	204.2219	100.0	92.7/22	0.0		B09				2,3-dihydrospiro[1-benzopyran-4,1'-cyclopropane]-3'-carboxylic acid						1560045-Y5.25-A01	B9	C14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	62.0	DMSO	204.078644		pluskal_enammol_5002_C14_id	14	C	OC(=O)C1CC21CCOC=3C=CC=CC32	OC(=O)C1CC21CCOC=3C=CC=CC32	Z979743300	1560045-Y5.25-A01	5,25	100.0			Diastereomeric mixture	Unknown	204.078644	Z979743300																																									
	C10H5F2NO3	225.1484	95.0	92.7/22	0.0		N10				2-(2,6-difluorophenyl)-1,3-oxazole-4-carboxylic acid						1560045-Y5.25-A01	N10	C14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	62.0	DMSO	225.023749		pluskal_enammol_5002_C14_id	14	C	OC(=O)C1=COC(=N1)C=2C(F)=CC=CC2F	OC(=O)C1=COC(=N1)C=2C(F)=CC=CC2F	Z969117438	1560045-Y5.25-A01	5,25	100.0			Achiral	None	225.023749	Z969117438																																									
	C14H17NO3	247.2897	100.0	92.7/22	0.0		H15				1-(2-methylbenzoyl)piperidine-2-carboxylic acid						1560045-Y5.25-A01	H15	C14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	62.0	DMSO	247.120843		pluskal_enammol_5002_C14_id	14	C	CC=1C=CC=CC1C(=O)N2CCCCC2C(=O)O	CC=1C=CC=CC1C(=O)N2CCCCC2C(=O)O	Z85896006	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	247.120843	Z85896006																																									
	C7H12O3	144.1684	95.0	92.7/22	0.0		AF19				2-methyloxane-4-carboxylic acid						1560045-Y5.25-A01	AF19	C14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	62.0	DMSO	144.078644		pluskal_enammol_5002_C14_id	14	C	CC1CC(CCO1)C(=O)O	CC1CC(CCO1)C(=O)O	Z1192344104	1560045-Y5.25-A01	5,25	100.0			Diastereomeric mixture	Unequal mixture of geometric isomers	144.078644	Z1192344104																																									
	C8H12N2O2	168.1931	100.0	92.7/22	0.0		W22				2-methyl-2-(1-methyl-1H-pyrazol-4-yl)propanoic acid						1560045-Y5.25-A01	W22	C14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	62.0	DMSO	168.089878		pluskal_enammol_5002_C14_id	14	C	CN1C=C(C=N1)C(C)(C)C(=O)O	CN1C=C(C=N1)C(C)(C)C(=O)O	Z982130818	1560045-Y5.25-A01	5,25	100.0			Achiral	None	168.089878	Z982130818																																									
	C9H12N2O2	180.2038	100.0	92.7/22	0.0		AD28				5-methyl-5H,6H,7H,8H-imidazo[1,2-a]pyridine-2-carboxylic acid						1560045-Y5.25-A01	AD28	C14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	62.0	DMSO	180.089878		pluskal_enammol_5002_C14_id	14	C	CC1CCCC2=NC(=CN12)C(=O)O	CC1CCCC2=NC(=CN12)C(=O)O	Z2238775727	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	180.089878	Z2238775727																																									
	C9H10F2N2O2	216.1847	100.0	92.7/22	0.0		H34				2-[3-(difluoromethyl)-1H,4H,5H,6H-cyclopenta[c]pyrazol-1-yl]acetic acid						1560045-Y5.25-A01	H34	C14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	62.0	DMSO	216.071034		pluskal_enammol_5002_C14_id	14	C	OC(=O)CN1N=C(C(F)F)C=2CCCC21	OC(=O)CN1N=C(C(F)F)C=2CCCC21	Z1263738765	1560045-Y5.25-A01	5,25	100.0			Achiral	None	216.071034	Z1263738765																																									
	C11H12O3	192.2112	96.5	92.7/22	0.0		V44				4-cyclobutoxybenzoic acid						1560045-Y5.25-A01	V44	C14	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	62.0	DMSO	192.078644		pluskal_enammol_5002_C14_id	14	C	OC(=O)C=1C=CC(OC2CCC2)=CC1	OC(=O)C=1C=CC(OC2CCC2)=CC1	Z963456796	1560045-Y5.25-A01	5,25	100.0			Achiral	None	192.078644	Z963456796																																									
	C9H10F2N2O2	216.1847	100.0	92.7/22	0.0		K07				2-(difluoromethyl)-5H,6H,7H,8H-imidazo[1,2-a]pyridine-3-carboxylic acid						1560045-Y5.25-A01	K7	C15	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	63.0	DMSO	216.071034		pluskal_enammol_5002_C15_id	15	C	OC(=O)C1=C(N=C2CCCCN12)C(F)F	OC(=O)C1=C(N=C2CCCCN12)C(F)F	Z2697227988	1560045-Y5.25-A01	5,25	100.0			Achiral	None	216.071034	Z2697227988																																									
	C14H17NO3	247.2897	98.63	92.7/22	0.0		M11				1-(3,4-dimethylphenyl)-6-oxopiperidine-3-carboxylic acid						1560045-Y5.25-A01	M11	C15	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	63.0	DMSO	247.120843		pluskal_enammol_5002_C15_id	15	C	CC=1C=CC(=CC1C)N2CC(CCC2=O)C(=O)O	CC=1C=CC(=CC1C)N2CC(CCC2=O)C(=O)O	Z972812498	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	247.120843	Z972812498																																									
	C11H12N2O2	204.2252	97.46	92.7/22	0.0		AF13				3-(1H-indazol-1-yl)-2-methylpropanoic acid						1560045-Y5.25-A01	AF13	C15	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	63.0	DMSO	204.089878		pluskal_enammol_5002_C15_id	15	C	CC(CN1N=CC=2C=CC=CC12)C(=O)O	CC(CN1N=CC=2C=CC=CC12)C(=O)O	Z959320722	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	204.089878	Z959320722																																									
	C9H12N2O2	180.2038	100.0	92.7/22	0.0		C30				2-(4,5,6,7-tetrahydro-1H-1,3-benzodiazol-1-yl)acetic acid						1560045-Y5.25-A01	C30	C15	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	63.0	DMSO	180.089878		pluskal_enammol_5002_C15_id	15	C	OC(=O)CN1C=NC=2CCCCC21	OC(=O)CN1C=NC=2CCCCC21	Z1198320505	1560045-Y5.25-A01	5,25	100.0			Achiral	None	180.089878	Z1198320505																																									
	C11H12O3	192.2112	100.0	92.7/22	0.0		Y33				2-(3,4-dihydro-1H-2-benzopyran-1-yl)acetic acid						1560045-Y5.25-A01	Y33	C15	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	63.0	DMSO	192.078644		pluskal_enammol_5002_C15_id	15	C	OC(=O)CC1OCCC=2C=CC=CC12	OC(=O)CC1OCCC=2C=CC=CC12	Z1098340600	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	192.078644	Z1098340600																																									
	C9H8ClN3O2	225.6317	98.34	92.7/22	0.0		I39				3-chloro-2,5-dimethylpyrazolo[1,5-a]pyrimidine-7-carboxylic acid						1560045-Y5.25-A01	I39	C15	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	63.0	DMSO	225.030504		pluskal_enammol_5002_C15_id	15	C	CC1=NN2C(=CC(C)=NC2=C1Cl)C(=O)O	CC1=NN2C(=CC(C)=NC2=C1Cl)C(=O)O	Z1263738584	1560045-Y5.25-A01	5,25	100.0			Achiral	None	225.030504	Z1263738584																																									
	C7H12O3	144.1684	99.0	92.7/22	0.0		D42				3,5-dimethyloxolane-2-carboxylic acid						1560045-Y5.25-A01	D42	C15	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	63.0	DMSO	144.078644		pluskal_enammol_5002_C15_id	15	C	CC1CC(C)C(O1)C(=O)O	CC1CC(C)C(O1)C(=O)O	Z1947908132	1560045-Y5.25-A01	5,25	100.0			Diastereomeric mixture	None	144.078644	Z1947908132																																									
	C8H12N2O2	168.1931	95.0	92.7/22	0.0		W42				2-methyl-2-(3-methyl-1H-pyrazol-1-yl)propanoic acid						1560045-Y5.25-A01	W42	C15	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	63.0	DMSO	168.089878		pluskal_enammol_5002_C15_id	15	C	CC=1C=CN(N1)C(C)(C)C(=O)O	CC=1C=CN(N1)C(C)(C)C(=O)O	Z1198164799	1560045-Y5.25-A01	5,25	100.0			Achiral	None	168.089878	Z1198164799																																									
	C13H12O3	216.2326	100.0	92.7/22	0.0		A05				2-(naphthalen-1-yloxy)propanoic acid						1560045-Y5.25-A01	A5	C16	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	64.0	DMSO	216.078644		pluskal_enammol_5002_C16_id	16	C	CC(OC=1C=CC=C2C=CC=CC12)C(=O)O	CC(OC=1C=CC=C2C=CC=CC12)C(=O)O	Z111834290	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	216.078644	Z111834290																																									
	C11H12N2O2	204.2252	100.0	92.7/22	0.0		B12				1-(propan-2-yl)-1H-1,3-benzodiazole-5-carboxylic acid						1560045-Y5.25-A01	B12	C16	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	64.0	DMSO	204.089878		pluskal_enammol_5002_C16_id	16	C	CC(C)N1C=NC=2C=C(C=CC12)C(=O)O	CC(C)N1C=NC=2C=C(C=CC12)C(=O)O	Z431983770	1560045-Y5.25-A01	5,25	100.0			Achiral	None	204.089878	Z431983770																																									
	C10H16O2	168.2328	95.0	92.7/22	0.0		E15				1-cyclohexylcyclopropane-1-carboxylic acid						1560045-Y5.25-A01	E15	C16	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	64.0	DMSO	168.11503		pluskal_enammol_5002_C16_id	16	C	OC(=O)C1(CC1)C2CCCCC2	OC(=O)C1(CC1)C2CCCCC2	Z1262554808	1560045-Y5.25-A01	5,25	100.0			Achiral	None	168.11503	Z1262554808																																									
	C10H11NO3S	225.2642	100.0	92.7/22	0.0		AB22				2-({4H,5H,6H-cyclopenta[b]thiophen-2-yl}formamido)acetic acid						1560045-Y5.25-A01	AB22	C16	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	64.0	DMSO	225.045964		pluskal_enammol_5002_C16_id	16	C	OC(=O)CNC(=O)C1=CC=2CCCC2S1	OC(=O)CNC(=O)C1=CC=2CCCC2S1	Z85887020	1560045-Y5.25-A01	5,25	100.0			Achiral	None	225.045964	Z85887020																																									
	C10H12N2O2	192.2145	100.0	92.7/22	0.0		AF24				2-amino-5,6,7,8-tetrahydroquinoline-3-carboxylic acid						1560045-Y5.25-A01	AF24	C16	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	64.0	DMSO	192.089878		pluskal_enammol_5002_C16_id	16	C	NC=1N=C2CCCCC2=CC1C(=O)O	NC=1N=C2CCCCC2=CC1C(=O)O	Z995132224	1560045-Y5.25-A01	5,25	100.0			Achiral	None	192.089878	Z995132224																																									
	C9H12N2O2	180.2038	95.0	92.7/22	0.0		E26				5-methyl-4,5,6,7-tetrahydro-2H-indazole-3-carboxylic acid						1560045-Y5.25-A01	E26	C16	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	64.0	DMSO	180.089878		pluskal_enammol_5002_C16_id	16	C	CC1CCC2=NNC(C(=O)O)=C2C1	CC1CCC2=NNC(C(=O)O)=C2C1	Z1879342515	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	180.089878	Z1879342515																																									
	C14H17NO3	247.2897	98.63	92.7/22	0.0		U27				1-(4-methylbenzoyl)piperidine-2-carboxylic acid						1560045-Y5.25-A01	U27	C16	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	64.0	DMSO	247.120843		pluskal_enammol_5002_C16_id	16	C	CC=1C=CC(=CC1)C(=O)N2CCCCC2C(=O)O	CC=1C=CC(=CC1)C(=O)N2CCCCC2C(=O)O	Z85895942	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	247.120843	Z85895942																																									
	C7H12O3	144.1684	99.32	92.7/22	0.0		G30				oxepane-4-carboxylic acid						1560045-Y5.25-A01	G30	C16	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	64.0	DMSO	144.078644		pluskal_enammol_5002_C16_id	16	C	OC(=O)C1CCCOCC1	OC(=O)C1CCCOCC1	Z1258684735	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	144.078644	Z1258684735																																									
	C7H12O3	144.1684	95.0	92.7/22	0.0		I19				2-methyloxane-3-carboxylic acid						1560045-Y5.25-A01	I19	C17	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	65.0	DMSO	144.078644		pluskal_enammol_5002_C17_id	17	C	CC1OCCCC1C(=O)O	CC1OCCCC1C(=O)O	Z1318264634	1560045-Y5.25-A01	5,25	100.0			Diastereomeric mixture	Unknown	144.078644	Z1318264634																																									
	C13H12O3	216.2326	98.79	92.7/22	0.0		D29				2-{5H,6H,7H-indeno[5,6-b]furan-3-yl}acetic acid						1560045-Y5.25-A01	D29	C17	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	65.0	DMSO	216.078644		pluskal_enammol_5002_C17_id	17	C	OC(=O)CC1=COC=2C=C3CCCC3=CC12	OC(=O)CC1=COC=2C=C3CCCC3=CC12	Z56943774	1560045-Y5.25-A01	5,25	100.0			Achiral	None	216.078644	Z56943774																																									
	C14H17NO3	247.2897	100.0	92.7/22	0.0		V33				1-benzoyl-3-methylpiperidine-3-carboxylic acid						1560045-Y5.25-A01	V33	C17	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	65.0	DMSO	247.120843		pluskal_enammol_5002_C17_id	17	C	CC1(CCCN(C1)C(=O)C=2C=CC=CC2)C(=O)O	CC1(CCCN(C1)C(=O)C=2C=CC=CC2)C(=O)O	Z1095276022	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	247.120843	Z1095276022																																									
	C10H13ClN2O2	228.6754	100.0	92.7/22	36.4609		U36				6-(pyrrolidin-1-yl)pyridine-3-carboxylic acid hydrochloride		1.0				1560045-Y5.25-A01	U36	C17	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	65.0	DMSO	192.089878		pluskal_enammol_5002_C17_id	17	C	Cl.OC(=O)C=1C=CC(=NC1)N2CCCC2	Cl.OC(=O)C=1C=CC(=NC1)N2CCCC2	Z1259161949	1560045-Y5.25-A01	5,25	100.0	Cl	Hydrochloric Acid	Achiral	None	192.089878	Z1259161949																																									
	C11H12FNO3	225.2163	95.0	92.7/22	0.0		X37				2-fluoro-6-(2-methylpropanamido)benzoic acid						1560045-Y5.25-A01	X37	C17	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	65.0	DMSO	225.080121		pluskal_enammol_5002_C17_id	17	C	CC(C)C(=O)NC=1C=CC=C(F)C1C(=O)O	CC(C)C(=O)NC=1C=CC=C(F)C1C(=O)O	Z424765978	1560045-Y5.25-A01	5,25	100.0			Achiral	None	225.080121	Z424765978																																									
	C10H16O2	168.2328	95.0	92.7/22	0.0		Y39				octahydro-1H-indene-3a-carboxylic acid						1560045-Y5.25-A01	Y39	C17	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	65.0	DMSO	168.11503		pluskal_enammol_5002_C17_id	17	C	OC(=O)C12CCCC2CCCC1	OC(=O)C12CCCC2CCCC1	Z1262534269	1560045-Y5.25-A01	5,25	100.0			Diastereomeric mixture	Unknown	168.11503	Z1262534269																																									
	C9H13ClN2O2	216.6647	100.0	92.7/22	36.4609		E40				5-cyclobutyl-1-methyl-1H-pyrazole-4-carboxylic acid hydrochloride		1.0				1560045-Y5.25-A01	E40	C17	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	65.0	DMSO	180.089878		pluskal_enammol_5002_C17_id	17	C	Cl.CN1N=CC(C(=O)O)=C1C2CCC2	Cl.CN1N=CC(C(=O)O)=C1C2CCC2	Z2310693585	1560045-Y5.25-A01	5,25	100.0	Cl	Hydrochloric Acid	Achiral	None	180.089878	Z2310693585																																									
	C11H12N2O2	204.2252	98.39	92.7/22	0.0		E42				2-[(1,2,3,4-tetrahydroquinolin-2-ylidene)amino]acetic acid						1560045-Y5.25-A01	E42	C17	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	65.0	DMSO	204.089878		pluskal_enammol_5002_C17_id	17	C	OC(=O)CN=C1CCC=2C=CC=CC2N1	OC(=O)CN=C1CCC=2C=CC=CC2N1	Z425449558	1560045-Y5.25-A01	5,25	100.0			Achiral	None	204.089878	Z425449558																																									
	C13H17N3O2	247.293	97.75	92.7/22	0.0		A13				1-tert-butyl-3,6-dimethyl-1H-pyrazolo[3,4-b]pyridine-4-carboxylic acid						1560045-Y5.25-A01	A13	C18	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	66.0	DMSO	247.132077		pluskal_enammol_5002_C18_id	18	C	CC1=NN(C=2N=C(C)C=C(C(=O)O)C12)C(C)(C)C	CC1=NN(C=2N=C(C)C=C(C(=O)O)C12)C(C)(C)C	Z424788518	1560045-Y5.25-A01	5,25	100.0			Achiral	None	247.132077	Z424788518																																									
